instancia                          items       OPT      H_BL     H_PSO    HoptBL   HoptPSO       ms
2001WangValenzuelaNice46.100.csv     100    100.00    121.74    114.57    1.2174    1.1457      138
2001WangValenzuelaNice46.200.csv     200    100.00    116.99    114.99    1.1699    1.1499      428
2001WangValenzuelaNice46.25.csv       25    100.00    120.71    111.71    1.2071    1.1171       20
2001WangValenzuelaNice46.50.csv       50    100.00    119.33    114.99    1.1933    1.1499       52
2001WangValenzuelaNice47.100.csv     100    100.00    126.65    115.17    1.2665    1.1517      150
2001WangValenzuelaNice47.200.csv     200    100.00    118.05    114.48    1.1805    1.1448      422
2001WangValenzuelaNice47.25.csv       25    100.00    116.63    112.24    1.1663    1.1224       19
2001WangValenzuelaNice47.50.csv       50    100.00    125.91    115.85    1.2591    1.1585       55
2001WangValenzuelaNice48.100.csv     100    100.00    119.90    115.01    1.1990    1.1501      153
2001WangValenzuelaNice48.200.csv     200    100.00    118.17    114.56    1.1817    1.1456      428
2001WangValenzuelaNice48.25.csv       25    100.00    123.01    113.58    1.2301    1.1358       21
2001WangValenzuelaNice48.50.csv       50    100.00    124.69    113.04    1.2469    1.1304       56
2001WangValenzuelaNice49.100.csv     100    100.00    125.11    114.81    1.2511    1.1481      141
2001WangValenzuelaNice49.200.csv     200    100.00    118.11    113.88    1.1811    1.1388      390
2001WangValenzuelaNice49.25.csv       25    100.00    137.41    114.36    1.3741    1.1436       19
2001WangValenzuelaNice49.50.csv       50    100.00    122.32    113.89    1.2232    1.1389       54
2001WangValenzuelaNice5.100.csv      100    100.00    117.21    115.11    1.1721    1.1511      148
2001WangValenzuelaNice5.1t.csv      1000    100.00    114.44    112.09    1.1444    1.1209     2079
2001WangValenzuelaNice5.200.csv      200    100.00    118.36    114.58    1.1836    1.1458      412
2001WangValenzuelaNice5.25.csv        25    100.00    123.82    114.40    1.2382    1.1440       20
2001WangValenzuelaNice5.2t.csv      2000    100.00    112.40    111.28    1.1240    1.1128     2472
2001WangValenzuelaNice5.50.csv        50    100.00    119.99    112.48    1.1999    1.1248       52
2001WangValenzuelaNice5.500.csv      500    100.00    116.47    112.85    1.1647    1.1285      596
2001WangValenzuelaNice5.5t.csv      5000    100.00    110.93    109.91    1.1093    1.0991     4816
2001WangValenzuelaNice50.100.csv     100    100.00    118.33    114.94    1.1833    1.1494      157
2001WangValenzuelaNice50.200.csv     200    100.00    118.48    115.08    1.1848    1.1508      417
2001WangValenzuelaNice50.25.csv       25    100.00    132.20    111.59    1.3220    1.1159       19
2001WangValenzuelaNice50.50.csv       50    100.00    128.12    113.81    1.2812    1.1381       52
2001WangValenzuelaNice6.100.csv      100    100.00    123.89    114.36    1.2389    1.1436      141
2001WangValenzuelaNice6.1t.csv      1000    100.00    112.91    111.99    1.1291    1.1199     1875
2001WangValenzuelaNice6.200.csv      200    100.00    116.84    113.85    1.1684    1.1385      397
2001WangValenzuelaNice6.25.csv        25    100.00    123.40    109.84    1.2340    1.0984       18
2001WangValenzuelaNice6.2t.csv      2000    100.00    111.80    111.47    1.1180    1.1147     2189
2001WangValenzuelaNice6.50.csv        50    100.00    122.43    115.41    1.2243    1.1541       52
2001WangValenzuelaNice6.500.csv      500    100.00    114.63    113.81    1.1463    1.1381      534
2001WangValenzuelaNice6.5t.csv      5000    100.00    110.56    109.93    1.1056    1.0993     4701
2001WangValenzuelaNice7.100.csv      100    100.00    117.06    114.63    1.1706    1.1463      145
2001WangValenzuelaNice7.1t.csv      1000    100.00    113.44    112.00    1.1344    1.1200     1827
2001WangValenzuelaNice7.200.csv      200    100.00    117.03    113.99    1.1703    1.1399      395
2001WangValenzuelaNice7.25.csv        25    100.00    120.65    112.78    1.2065    1.1278       21
2001WangValenzuelaNice7.2t.csv      2000    100.00    112.66    111.42    1.1266    1.1142     2235
2001WangValenzuelaNice7.50.csv        50    100.00    114.79    114.79    1.1479    1.1479       57
2001WangValenzuelaNice7.500.csv      500    100.00    114.78    113.00    1.1478    1.1300      520
2001WangValenzuelaNice7.5t.csv      5000    100.00    111.21    110.00    1.1121    1.1000     4958
2001WangValenzuelaNice8.100.csv      100    100.00    115.40    115.26    1.1540    1.1526      137
2001WangValenzuelaNice8.1t.csv      1000    100.00    113.32    112.28    1.1332    1.1228     1796
2001WangValenzuelaNice8.200.csv      200    100.00    116.90    114.97    1.1690    1.1497      393
2001WangValenzuelaNice8.25.csv        25    100.00    120.65    112.78    1.2065    1.1278       22
2001WangValenzuelaNice8.2t.csv      2000    100.00    112.26    110.78    1.1226    1.1078     2093
2001WangValenzuelaNice8.50.csv        50    100.00    120.71    113.79    1.2071    1.1379       52
2001WangValenzuelaNice8.500.csv      500    100.00    115.03    112.95    1.1503    1.1295      590
2001WangValenzuelaNice8.5t.csv      5000    100.00    110.57    110.19    1.1057    1.1019     4787
2001WangValenzuelaNice9.100.csv      100    100.00    124.11    115.80    1.2411    1.1580      137
2001WangValenzuelaNice9.1t.csv      1000    100.00    112.88    112.60    1.1288    1.1260     1890
2001WangValenzuelaNice9.200.csv      200    100.00    117.33    114.32    1.1733    1.1432      382
2001WangValenzuelaNice9.25.csv        25    100.00    124.66    111.00    1.2466    1.1100       17
2001WangValenzuelaNice9.2t.csv      2000    100.00    112.57    111.59    1.1257    1.1159     2044
2001WangValenzuelaNice9.50.csv        50    100.00    120.42    115.82    1.2042    1.1582       44
2001WangValenzuelaNice9.500.csv      500    100.00    115.62    113.28    1.1562    1.1328      527
2001WangValenzuelaNice9.5t.csv      5000    100.00    110.75    110.16    1.1075    1.1016     4677
2001WangValenzuelaPath1.100.csv      100    100.00    150.88    118.16    1.5088    1.1816      173
2001WangValenzuelaPath1.1t.csv      1000    100.00    125.37    125.37    1.2537    1.2537     4176
2001WangValenzuelaPath1.200.csv      200    100.00    139.31    127.77    1.3931    1.2777      602
2001WangValenzuelaPath1.25.csv        25    100.00    167.05    116.73    1.6705    1.1673       24
2001WangValenzuelaPath1.2t.csv      2000    100.00    122.94    122.94    1.2294    1.2294     5415
2001WangValenzuelaPath1.50.csv        50    100.00    139.27    114.71    1.3927    1.1471       63
2001WangValenzuelaPath1.500.csv      500    100.00    133.14    125.47    1.3314    1.2547     1038
2001WangValenzuelaPath1.5t.csv      5000    100.00    119.67    119.67    1.1967    1.1967    13692
2001WangValenzuelaPath10.100.csv     100    100.00    138.90    122.11    1.3890    1.2211      282
2001WangValenzuelaPath10.1t.csv     1000    100.00    122.73    122.73    1.2273    1.2273     6920
2001WangValenzuelaPath10.200.csv     200    100.00    132.50    121.05    1.3250    1.2105     1062
2001WangValenzuelaPath10.25.csv       25    100.00    177.79    111.40    1.7779    1.1140       25
2001WangValenzuelaPath10.2t.csv     2000    100.00    123.52    123.52    1.2352    1.2352     9334
2001WangValenzuelaPath10.50.csv       50    100.00    151.81    120.92    1.5181    1.2092       84
2001WangValenzuelaPath10.500.csv     500    100.00    121.91    121.91    1.2191    1.2191     1825
2001WangValenzuelaPath10.5t.csv     5000    100.00    119.30    119.30    1.1930    1.1930    25548
2001WangValenzuelaPath11.100.csv     100    100.00    138.32    121.93    1.3832    1.2193      324
2001WangValenzuelaPath11.200.csv     200    100.00    136.83    124.39    1.3683    1.2439     1305
2001WangValenzuelaPath11.25.csv       25    100.00    132.92    123.88    1.3292    1.2388       28
2001WangValenzuelaPath11.50.csv       50    100.00    152.87    121.54    1.5287    1.2154       84
2001WangValenzuelaPath12.100.csv     100    100.00    156.11    129.27    1.5611    1.2927      230
2001WangValenzuelaPath12.200.csv     200    100.00    139.15    129.45    1.3915    1.2945      792
2001WangValenzuelaPath12.25.csv       25    100.00    110.69    110.69    1.1069    1.1069       22
2001WangValenzuelaPath12.50.csv       50    100.00    147.31    123.60    1.4731    1.2360       74
2001WangValenzuelaPath13.100.csv     100    100.00    120.17    119.56    1.2017    1.1956      192
2001WangValenzuelaPath13.200.csv     200    100.00    120.58    120.17    1.2058    1.2017      636
2001WangValenzuelaPath13.25.csv       25    100.00    162.56    112.46    1.6256    1.1246       21
2001WangValenzuelaPath13.50.csv       50    100.00    126.01    120.65    1.2601    1.2065      105
2001WangValenzuelaPath14.100.csv     100    100.00    142.57    121.84    1.4257    1.2184      178
2001WangValenzuelaPath14.200.csv     200    100.00    137.79    122.84    1.3779    1.2284      466
2001WangValenzuelaPath14.25.csv       25    100.00    136.44    110.69    1.3644    1.1069       20
2001WangValenzuelaPath14.50.csv       50    100.00    128.70    113.45    1.2870    1.1345       49
2001WangValenzuelaPath15.100.csv     100    100.00    162.04    118.84    1.6204    1.1884      199
2001WangValenzuelaPath15.200.csv     200    100.00    128.51    123.71    1.2851    1.2371      614
2001WangValenzuelaPath15.25.csv       25    100.00    157.62    122.14    1.5762    1.2214       25
2001WangValenzuelaPath15.50.csv       50    100.00    154.27    122.25    1.5427    1.2225       73
2001WangValenzuelaPath16.100.csv     100    100.00    128.90    123.17    1.2890    1.2317      113
2001WangValenzuelaPath16.200.csv     200    100.00    146.31    122.77    1.4631    1.2277      338
2001WangValenzuelaPath16.25.csv       25    100.00    137.52    106.04    1.3752    1.0604       15
2001WangValenzuelaPath16.50.csv       50    100.00    146.88    117.71    1.4688    1.1771       42
2001WangValenzuelaPath17.100.csv     100    100.00    122.06    116.38    1.2206    1.1638      150
2001WangValenzuelaPath17.200.csv     200    100.00    150.49    122.86    1.5049    1.2286      486
2001WangValenzuelaPath17.25.csv       25    100.00    119.69    109.93    1.1969    1.0993       18
2001WangValenzuelaPath17.50.csv       50    100.00    118.89    115.55    1.1889    1.1555       55
2001WangValenzuelaPath18.100.csv     100    100.00    166.68    124.79    1.6668    1.2479      185
2001WangValenzuelaPath18.200.csv     200    100.00    135.68    129.68    1.3568    1.2968      551
2001WangValenzuelaPath18.25.csv       25    100.00    143.58    112.48    1.4358    1.1248       21
2001WangValenzuelaPath18.50.csv       50    100.00    153.34    117.66    1.5334    1.1766       64
2001WangValenzuelaPath19.100.csv     100    100.00    134.46    125.51    1.3446    1.2551      274
2001WangValenzuelaPath19.200.csv     200    100.00    131.74    126.00    1.3174    1.2600      926
2001WangValenzuelaPath19.25.csv       25    100.00    163.58    114.36    1.6358    1.1436       27
2001WangValenzuelaPath19.50.csv       50    100.00    172.98    120.49    1.7298    1.2049       80
2001WangValenzuelaPath2.100.csv      100    100.00    156.94    128.56    1.5694    1.2856      192
2001WangValenzuelaPath2.1t.csv      1000    100.00    144.02    136.74    1.4402    1.3674     4349
2001WangValenzuelaPath2.200.csv      200    100.00    138.71    134.75    1.3871    1.3475      708
2001WangValenzuelaPath2.25.csv        25    100.00    131.33    112.12    1.3133    1.1212       19
2001WangValenzuelaPath2.2t.csv      2000    100.00    122.40    122.40    1.2240    1.2240     6039
2001WangValenzuelaPath2.50.csv        50    100.00    152.68    120.12    1.5268    1.2012       66
2001WangValenzuelaPath2.500.csv      500    100.00    132.91    132.91    1.3291    1.3291     1125
2001WangValenzuelaPath2.5t.csv      5000    100.00    120.12    120.12    1.2012    1.2012    16172
2001WangValenzuelaPath20.100.csv     100    100.00    160.18    123.58    1.6018    1.2358      333
2001WangValenzuelaPath20.200.csv     200    100.00    128.96    118.37    1.2896    1.1837     1100
2001WangValenzuelaPath20.25.csv       25    100.00    171.28    113.19    1.7128    1.1319       28
2001WangValenzuelaPath20.50.csv       50    100.00    157.92    120.10    1.5792    1.2010       93
2001WangValenzuelaPath21.100.csv     100    100.00    152.84    123.72    1.5284    1.2372      255
2001WangValenzuelaPath21.200.csv     200    100.00    135.89    132.75    1.3589    1.3275      838
2001WangValenzuelaPath21.25.csv       25    100.00    155.75    111.21    1.5575    1.1121       26
2001WangValenzuelaPath21.50.csv       50    100.00    137.93    118.87    1.3793    1.1887       81
2001WangValenzuelaPath22.100.csv     100    100.00    161.99    122.77    1.6199    1.2277      330
2001WangValenzuelaPath22.200.csv     200    100.00    145.56    125.01    1.4556    1.2501     1035
2001WangValenzuelaPath22.25.csv       25    100.00    158.10    121.58    1.5810    1.2158       27
2001WangValenzuelaPath22.50.csv       50    100.00    148.63    120.76    1.4863    1.2076      106
2001WangValenzuelaPath23.100.csv     100    100.00    159.66    127.77    1.5966    1.2777      211
2001WangValenzuelaPath23.200.csv     200    100.00    161.06    127.58    1.6106    1.2758      751
2001WangValenzuelaPath23.25.csv       25    100.00    157.00    117.66    1.5700    1.1766       22
2001WangValenzuelaPath23.50.csv       50    100.00    153.45    119.29    1.5345    1.1929       69
2001WangValenzuelaPath24.100.csv     100    100.00    137.13    120.47    1.3713    1.2047      185
2001WangValenzuelaPath24.200.csv     200    100.00    141.61    128.37    1.4161    1.2837      604
2001WangValenzuelaPath24.25.csv       25    100.00    133.79    114.23    1.3379    1.1423       21
2001WangValenzuelaPath24.50.csv       50    100.00    177.72    117.58    1.7772    1.1758       67
2001WangValenzuelaPath25.100.csv     100    100.00    177.57    133.10    1.7757    1.3310      126
2001WangValenzuelaPath25.200.csv     200    100.00    152.47    139.06    1.5247    1.3906      402
2001WangValenzuelaPath25.25.csv       25    100.00    138.88    113.97    1.3888    1.1397       22
2001WangValenzuelaPath25.50.csv       50    100.00    183.08    114.81    1.8308    1.1481       83
2001WangValenzuelaPath26.100.csv     100    100.00    145.18    120.92    1.4518    1.2092      279
2001WangValenzuelaPath26.200.csv     200    100.00    135.96    122.41    1.3596    1.2241     1067
2001WangValenzuelaPath26.25.csv       25    100.00    163.47    120.47    1.6347    1.2047       24
2001WangValenzuelaPath26.50.csv       50    100.00    162.04    120.43    1.6204    1.2043       77
2001WangValenzuelaPath27.100.csv     100    100.00    153.08    125.05    1.5308    1.2505      146
2001WangValenzuelaPath27.200.csv     200    100.00    143.89    128.87    1.4389    1.2887      441
2001WangValenzuelaPath27.25.csv       25    100.00    114.85    113.58    1.1485    1.1358       16
2001WangValenzuelaPath27.50.csv       50    100.00    131.80    131.76    1.3180    1.3176       45
2001WangValenzuelaPath28.100.csv     100    100.00    183.65    143.05    1.8365    1.4305      205
2001WangValenzuelaPath28.200.csv     200    100.00    183.13    143.40    1.8313    1.4340      979
2001WangValenzuelaPath28.25.csv       25    100.00    134.53    116.70    1.3453    1.1670       21
2001WangValenzuelaPath28.50.csv       50    100.00    136.34    136.34    1.3634    1.3634       60
2001WangValenzuelaPath29.100.csv     100    100.00    191.45    128.76    1.9145    1.2876      218
2001WangValenzuelaPath29.200.csv     200    100.00    146.08    128.55    1.4608    1.2855      669
2001WangValenzuelaPath29.25.csv       25    100.00    124.45    118.85    1.2445    1.1885       23
2001WangValenzuelaPath29.50.csv       50    100.00    184.34    116.72    1.8434    1.1672       72
2001WangValenzuelaPath3.100.csv      100    100.00    142.95    118.34    1.4295    1.1834      267
2001WangValenzuelaPath3.1t.csv      1000    100.00    125.03    125.03    1.2503    1.2503     4017
2001WangValenzuelaPath3.200.csv      200    100.00    135.07    124.31    1.3507    1.2431      746
2001WangValenzuelaPath3.25.csv        25    100.00    138.60    109.14    1.3860    1.0914       24
2001WangValenzuelaPath3.2t.csv      2000    100.00    124.91    124.00    1.2491    1.2400     5197
2001WangValenzuelaPath3.50.csv        50    100.00    131.44    120.34    1.3144    1.2034       88
2001WangValenzuelaPath3.500.csv      500    100.00    130.32    128.82    1.3032    1.2882     1144
2001WangValenzuelaPath3.5t.csv      5000    100.00    117.52    117.52    1.1752    1.1752    14885
2001WangValenzuelaPath30.100.csv     100    100.00    125.59    121.35    1.2559    1.2135      486
2001WangValenzuelaPath30.200.csv     200    100.00    121.96    120.65    1.2196    1.2065     1655
2001WangValenzuelaPath30.25.csv       25    100.00    164.29    117.95    1.6429    1.1795       31
2001WangValenzuelaPath30.50.csv       50    100.00    140.63    115.69    1.4063    1.1569      124
2001WangValenzuelaPath31.100.csv     100    100.00    143.92    115.18    1.4392    1.1518      184
2001WangValenzuelaPath31.200.csv     200    100.00    143.56    122.81    1.4356    1.2281      511
2001WangValenzuelaPath31.25.csv       25    100.00    112.33    112.02    1.1233    1.1202       18
2001WangValenzuelaPath31.50.csv       50    100.00    132.68    119.10    1.3268    1.1910       56
2001WangValenzuelaPath32.100.csv     100    100.00    140.27    121.34    1.4027    1.2134      205
2001WangValenzuelaPath32.200.csv     200    100.00    136.46    128.57    1.3646    1.2857      779
2001WangValenzuelaPath32.25.csv       25    100.00    166.84    114.84    1.6684    1.1484       23
2001WangValenzuelaPath32.50.csv       50    100.00    151.42    114.29    1.5142    1.1429       68
2001WangValenzuelaPath33.100.csv     100    100.00    139.59    129.55    1.3959    1.2955      229
2001WangValenzuelaPath33.200.csv     200    100.00    145.36    126.59    1.4536    1.2659      760
2001WangValenzuelaPath33.25.csv       25    100.00    146.02    121.80    1.4602    1.2180       24
2001WangValenzuelaPath33.50.csv       50    100.00    147.92    123.33    1.4792    1.2333       75
2001WangValenzuelaPath34.100.csv     100    100.00    138.54    122.08    1.3854    1.2208      368
2001WangValenzuelaPath34.200.csv     200    100.00    117.17    115.87    1.1717    1.1587      977
2001WangValenzuelaPath34.25.csv       25    100.00    134.03    121.54    1.3403    1.2154       29
2001WangValenzuelaPath34.50.csv       50    100.00    161.34    119.10    1.6134    1.1910       99
2001WangValenzuelaPath35.100.csv     100    100.00    138.35    123.12    1.3835    1.2312      150
2001WangValenzuelaPath35.200.csv     200    100.00    135.54    122.58    1.3554    1.2258      406
2001WangValenzuelaPath35.25.csv       25    100.00    137.50    109.64    1.3750    1.0964       20
2001WangValenzuelaPath35.50.csv       50    100.00    139.63    113.20    1.3963    1.1320       53
2001WangValenzuelaPath36.100.csv     100    100.00    137.27    125.26    1.3727    1.2526      101
2001WangValenzuelaPath36.200.csv     200    100.00    151.70    124.44    1.5170    1.2444      328
2001WangValenzuelaPath36.25.csv       25    100.00    200.00    135.98    2.0000    1.3598       15
2001WangValenzuelaPath36.50.csv       50    100.00    221.19    126.85    2.2119    1.2685       38
2001WangValenzuelaPath37.100.csv     100    100.00    129.87    117.86    1.2987    1.1786      281
2001WangValenzuelaPath37.200.csv     200    100.00    149.73    127.67    1.4973    1.2767     1162
2001WangValenzuelaPath37.25.csv       25    100.00    133.73    121.61    1.3373    1.2161       28
2001WangValenzuelaPath37.50.csv       50    100.00    156.78    122.90    1.5678    1.2290       82
2001WangValenzuelaPath38.100.csv     100    100.00    132.69    121.73    1.3269    1.2173      237
2001WangValenzuelaPath38.200.csv     200    100.00    123.90    122.32    1.2390    1.2232      781
2001WangValenzuelaPath38.25.csv       25    100.00    112.13    111.30    1.1213    1.1130       20
2001WangValenzuelaPath38.50.csv       50    100.00    150.69    117.70    1.5069    1.1770       65
2001WangValenzuelaPath39.100.csv     100    100.00    166.83    138.60    1.6683    1.3860      124
2001WangValenzuelaPath39.200.csv     200    100.00    194.84    135.92    1.9484    1.3592      390
2001WangValenzuelaPath39.25.csv       25    100.00    220.12    117.04    2.2012    1.1704       15
2001WangValenzuelaPath39.50.csv       50    100.00    143.81    125.22    1.4381    1.2522       47
2001WangValenzuelaPath4.100.csv      100    100.00    133.22    123.15    1.3322    1.2315      226
2001WangValenzuelaPath4.1t.csv      1000    100.00    134.53    124.25    1.3453    1.2425     5419
2001WangValenzuelaPath4.200.csv      200    100.00    129.81    126.02    1.2981    1.2602      823
2001WangValenzuelaPath4.25.csv        25    100.00    140.82    112.93    1.4082    1.1293       25
2001WangValenzuelaPath4.2t.csv      2000    100.00    125.34    125.34    1.2534    1.2534     6591
2001WangValenzuelaPath4.50.csv        50    100.00    159.71    117.18    1.5971    1.1718       72
2001WangValenzuelaPath4.500.csv      500    100.00    127.97    126.50    1.2797    1.2650     1325
2001WangValenzuelaPath4.5t.csv      5000    100.00    117.56    117.56    1.1756    1.1756    19019
2001WangValenzuelaPath40.100.csv     100    100.00    149.01    115.07    1.4901    1.1507      312
2001WangValenzuelaPath40.200.csv     200    100.00    136.39    123.03    1.3639    1.2303     1045
2001WangValenzuelaPath40.25.csv       25    100.00    145.30    115.78    1.4530    1.1578       27
2001WangValenzuelaPath40.50.csv       50    100.00    185.21    120.27    1.8521    1.2027       86
2001WangValenzuelaPath41.100.csv     100    100.00    141.49    123.45    1.4149    1.2345      355
2001WangValenzuelaPath41.200.csv     200    100.00    129.50    124.45    1.2950    1.2445     1441
2001WangValenzuelaPath41.25.csv       25    100.00    118.35    114.36    1.1835    1.1436       29
2001WangValenzuelaPath41.50.csv       50    100.00    150.24    129.32    1.5024    1.2932      108
2001WangValenzuelaPath42.100.csv     100    100.00    164.68    134.52    1.6468    1.3452      128
2001WangValenzuelaPath42.200.csv     200    100.00    149.71    126.00    1.4971    1.2600      427
2001WangValenzuelaPath42.25.csv       25    100.00    161.61    115.64    1.6161    1.1564       18
2001WangValenzuelaPath42.50.csv       50    100.00    130.90    120.79    1.3090    1.2079       49
2001WangValenzuelaPath43.100.csv     100    100.00    135.22    120.83    1.3522    1.2083      170
2001WangValenzuelaPath43.200.csv     200    100.00    140.60    127.53    1.4060    1.2753      573
2001WangValenzuelaPath43.25.csv       25    100.00    129.27    113.66    1.2927    1.1366       21
2001WangValenzuelaPath43.50.csv       50    100.00    138.43    116.07    1.3843    1.1607       66
2001WangValenzuelaPath44.100.csv     100    100.00    134.05    116.18    1.3405    1.1618      193
2001WangValenzuelaPath44.200.csv     200    100.00    140.75    123.78    1.4075    1.2378      693
2001WangValenzuelaPath44.25.csv       25    100.00    134.49    113.81    1.3449    1.1381       25
2001WangValenzuelaPath44.50.csv       50    100.00    157.42    116.71    1.5742    1.1671       71
2001WangValenzuelaPath45.100.csv     100    100.00    137.84    123.11    1.3784    1.2311      238
2001WangValenzuelaPath45.200.csv     200    100.00    156.64    128.57    1.5664    1.2857      733
2001WangValenzuelaPath45.25.csv       25    100.00    171.11    114.55    1.7111    1.1455       24
2001WangValenzuelaPath45.50.csv       50    100.00    174.26    117.40    1.7426    1.1740       70
2001WangValenzuelaPath46.100.csv     100    100.00    154.08    123.79    1.5408    1.2379      126
2001WangValenzuelaPath46.200.csv     200    100.00    159.38    136.55    1.5938    1.3655      467
2001WangValenzuelaPath46.25.csv       25    100.00    115.38    108.00    1.1538    1.0800       19
2001WangValenzuelaPath46.50.csv       50    100.00    120.25    111.14    1.2025    1.1114       48
2001WangValenzuelaPath47.100.csv     100    100.00    146.62    131.31    1.4662    1.3131      181
2001WangValenzuelaPath47.200.csv     200    100.00    133.16    129.33    1.3316    1.2933      668
2001WangValenzuelaPath47.25.csv       25    100.00    182.26    116.89    1.8226    1.1689       21
2001WangValenzuelaPath47.50.csv       50    100.00    177.72    126.32    1.7772    1.2632       60
2001WangValenzuelaPath48.100.csv     100    100.00    167.55    123.36    1.6755    1.2336      167
2001WangValenzuelaPath48.200.csv     200    100.00    132.97    130.03    1.3297    1.3003      573
2001WangValenzuelaPath48.25.csv       25    100.00    123.72    113.00    1.2372    1.1300       21
2001WangValenzuelaPath48.50.csv       50    100.00    167.88    115.62    1.6788    1.1562       54
2001WangValenzuelaPath49.100.csv     100    100.00    178.53    132.71    1.7853    1.3271      174
2001WangValenzuelaPath49.200.csv     200    100.00    157.14    137.71    1.5714    1.3771      584
2001WangValenzuelaPath49.25.csv       25    100.00    154.28    118.67    1.5428    1.1867       20
2001WangValenzuelaPath49.50.csv       50    100.00    150.83    126.64    1.5083    1.2664       58
2001WangValenzuelaPath5.100.csv      100    100.00    146.33    123.90    1.4633    1.2390      203
2001WangValenzuelaPath5.1t.csv      1000    100.00    128.66    128.40    1.2866    1.2840     5141
2001WangValenzuelaPath5.200.csv      200    100.00    132.01    126.45    1.3201    1.2645      730
2001WangValenzuelaPath5.25.csv        25    100.00    177.54    115.88    1.7754    1.1588       23
2001WangValenzuelaPath5.2t.csv      2000    100.00    124.46    124.46    1.2446    1.2446     6932
2001WangValenzuelaPath5.50.csv        50    100.00    175.67    118.58    1.7567    1.1858       62
2001WangValenzuelaPath5.500.csv      500    100.00    128.19    123.53    1.2819    1.2353     1183
2001WangValenzuelaPath5.5t.csv      5000    100.00    119.92    119.92    1.1992    1.1992    18225
2001WangValenzuelaPath50.100.csv     100    100.00    165.45    121.80    1.6545    1.2180      147
2001WangValenzuelaPath50.200.csv     200    100.00    165.45    129.09    1.6545    1.2909      493
2001WangValenzuelaPath50.25.csv       25    100.00    131.28    113.53    1.3128    1.1353       17
2001WangValenzuelaPath50.50.csv       50    100.00    130.27    118.14    1.3027    1.1814       46
2001WangValenzuelaPath6.100.csv      100    100.00    151.61    121.89    1.5161    1.2189      136
2001WangValenzuelaPath6.1t.csv      1000    100.00    127.05    123.60    1.2705    1.2360     2754
2001WangValenzuelaPath6.200.csv      200    100.00    141.21    125.15    1.4121    1.2515      430
2001WangValenzuelaPath6.25.csv        25    100.00    153.44    114.11    1.5344    1.1411       19
2001WangValenzuelaPath6.2t.csv      2000    100.00    123.41    121.79    1.2341    1.2179     3699
2001WangValenzuelaPath6.50.csv        50    100.00    163.73    116.42    1.6373    1.1642       49
2001WangValenzuelaPath6.500.csv      500    100.00    130.45    130.45    1.3045    1.3045      687
2001WangValenzuelaPath6.5t.csv      5000    100.00    119.27    119.11    1.1927    1.1911     9370
2001WangValenzuelaPath7.100.csv      100    100.00    184.11    123.67    1.8411    1.2367      189
2001WangValenzuelaPath7.1t.csv      1000    100.00    121.66    121.66    1.2166    1.2166     5826
2001WangValenzuelaPath7.200.csv      200    100.00    128.31    127.83    1.2831    1.2783      779
2001WangValenzuelaPath7.25.csv        25    100.00    162.10    125.68    1.6210    1.2568       20
2001WangValenzuelaPath7.2t.csv      2000    100.00    121.08    121.08    1.2108    1.2108     7639
2001WangValenzuelaPath7.50.csv        50    100.00    154.30    124.45    1.5430    1.2445       59
2001WangValenzuelaPath7.500.csv      500    100.00    124.51    124.51    1.2451    1.2451     1456
2001WangValenzuelaPath7.5t.csv      5000    100.00    118.09    118.09    1.1809    1.1809    20911
2001WangValenzuelaPath8.100.csv      100    100.00    187.64    122.53    1.8764    1.2253      198
2001WangValenzuelaPath8.1t.csv      1000    100.00    122.33    122.33    1.2233    1.2233     4945
2001WangValenzuelaPath8.200.csv      200    100.00    134.75    128.91    1.3475    1.2891      704
2001WangValenzuelaPath8.25.csv        25    100.00    170.42    119.76    1.7042    1.1976       24
2001WangValenzuelaPath8.2t.csv      2000    100.00    122.65    122.65    1.2265    1.2265     6492
2001WangValenzuelaPath8.50.csv        50    100.00    192.59    127.49    1.9259    1.2749       67
2001WangValenzuelaPath8.500.csv      500    100.00    127.61    127.61    1.2761    1.2761     1255
2001WangValenzuelaPath8.5t.csv      5000    100.00    119.34    119.34    1.1934    1.1934    17951
2001WangValenzuelaPath9.100.csv      100    100.00    158.56    120.64    1.5856    1.2064      225
2001WangValenzuelaPath9.1t.csv      1000    100.00    128.97    125.99    1.2897    1.2599     3377
2001WangValenzuelaPath9.200.csv      200    100.00    157.07    130.66    1.5707    1.3066      706
2001WangValenzuelaPath9.25.csv        24    100.00    100.00    100.00    1.0000    1.0000       29
2001WangValenzuelaPath9.2t.csv      2000    100.00    122.40    122.40    1.2240    1.2240     4521
2001WangValenzuelaPath9.50.csv        50    100.00    143.64    119.98    1.4364    1.1998       65
2001WangValenzuelaPath9.500.csv      500    100.00    138.96    136.73    1.3896    1.3673      837
2001WangValenzuelaPath9.5t.csv      5000    100.00    122.94    122.94    1.2294    1.2294    10837
2004BurkeKendallWhitwellN1.csv        10     40.00     40.00     40.00    1.0000    1.0000        5
2004BurkeKendallWhitwellN10.csv      200    150.00    172.00    166.00    1.1467    1.1067      201
2004BurkeKendallWhitwellN11.csv      300    150.00    210.00    183.00    1.4000    1.2200      109
2004BurkeKendallWhitwellN12.csv      500    300.00    370.00    350.00    1.2333    1.1667      256
2004BurkeKendallWhitwellN2.csv        20     50.00     72.00     55.00    1.4400    1.1000       11
2004BurkeKendallWhitwellN3.csv        30     50.00     57.00     54.00    1.1400    1.0800       23
