instancia,items,ancho,opt_conocido,OPT_ref,H_BL,H_PSO,Hopt_BL,Hopt_PSO,ms
2001WangValenzuelaNice30.25.csv,25,100.0000,true,100.0000,122.9896,112.5187,1.229896,1.125187,19
2001WangValenzuelaNice30.50.csv,50,100.0000,true,100.0000,122.3083,114.7818,1.223083,1.147818,53
2001WangValenzuelaNice31.100.csv,100,100.0000,true,100.0000,121.4067,115.1904,1.214067,1.151904,137
2001WangValenzuelaNice31.200.csv,200,100.0000,true,100.0000,114.6872,113.5544,1.146872,1.135544,387
2001WangValenzuelaNice31.25.csv,25,100.0000,true,100.0000,126.1004,112.8305,1.261004,1.128305,18
2001WangValenzuelaNice31.50.csv,50,100.0000,true,100.0000,125.9070,114.8926,1.259070,1.148926,50
2001WangValenzuelaNice32.100.csv,100,100.0000,true,100.0000,118.8894,115.8894,1.188894,1.158894,134
2001WangValenzuelaNice32.200.csv,200,100.0000,true,100.0000,118.8042,113.7672,1.188042,1.137672,403
2001WangValenzuelaNice32.25.csv,25,100.0000,true,100.0000,117.2890,113.9574,1.172890,1.139574,19
2001WangValenzuelaNice32.50.csv,50,100.0000,true,100.0000,123.2257,115.1794,1.232257,1.151794,50
2001WangValenzuelaNice33.100.csv,100,100.0000,true,100.0000,124.4413,114.7276,1.244413,1.147276,144
2001WangValenzuelaNice33.200.csv,200,100.0000,true,100.0000,118.1680,114.5617,1.181680,1.145617,390
2001WangValenzuelaNice33.25.csv,25,100.0000,true,100.0000,130.0168,114.2189,1.300168,1.142189,21
2001WangValenzuelaNice33.50.csv,50,100.0000,true,100.0000,123.2995,115.6936,1.232995,1.156936,53
2001WangValenzuelaNice34.100.csv,100,100.0000,true,100.0000,119.4376,114.5248,1.194376,1.145248,148
2001WangValenzuelaNice34.200.csv,200,100.0000,true,100.0000,118.7726,114.3732,1.187726,1.143732,428
2001WangValenzuelaNice34.25.csv,25,100.0000,true,100.0000,136.1803,112.7314,1.361803,1.127314,19
2001WangValenzuelaNice34.50.csv,50,100.0000,true,100.0000,116.1515,114.9879,1.161515,1.149879,50
2001WangValenzuelaNice35.100.csv,100,100.0000,true,100.0000,120.2747,113.8916,1.202747,1.138916,135
2001WangValenzuelaNice35.200.csv,200,100.0000,true,100.0000,117.6260,114.9572,1.176260,1.149572,390
2001WangValenzuelaNice35.25.csv,25,100.0000,true,100.0000,112.7981,112.4637,1.127981,1.124637,19
2001WangValenzuelaNice35.50.csv,50,100.0000,true,100.0000,134.5658,115.5670,1.345658,1.155670,51
2001WangValenzuelaNice36.100.csv,100,100.0000,true,100.0000,124.4497,115.2110,1.244497,1.152110,134
2001WangValenzuelaNice36.200.csv,200,100.0000,true,100.0000,117.4513,114.7578,1.174513,1.147578,398
2001WangValenzuelaNice36.25.csv,25,100.0000,true,100.0000,120.6372,115.1440,1.206372,1.151440,19
2001WangValenzuelaNice36.50.csv,50,100.0000,true,100.0000,118.1947,115.1977,1.181947,1.151977,49
2001WangValenzuelaNice37.100.csv,100,100.0000,true,100.0000,119.9007,116.0689,1.199007,1.160689,139
2001WangValenzuelaNice37.200.csv,200,100.0000,true,100.0000,119.0143,114.5858,1.190143,1.145858,403
2001WangValenzuelaNice37.25.csv,25,100.0000,true,100.0000,132.8767,113.7450,1.328767,1.137450,19
2001WangValenzuelaNice37.50.csv,50,100.0000,true,100.0000,122.9466,114.8240,1.229466,1.148240,50
2001WangValenzuelaNice38.100.csv,100,100.0000,true,100.0000,119.1822,114.0993,1.191822,1.140993,145
2001WangValenzuelaNice38.200.csv,200,100.0000,true,100.0000,119.4655,114.6265,1.194655,1.146265,431
2001WangValenzuelaNice38.25.csv,25,100.0000,true,100.0000,134.4941,113.4425,1.344941,1.134425,20
2001WangValenzuelaNice38.50.csv,50,100.0000,true,100.0000,121.4726,111.8342,1.214726,1.118342,52
2001WangValenzuelaNice39.100.csv,100,100.0000,true,100.0000,122.4929,114.9662,1.224929,1.149662,141
2001WangValenzuelaNice39.200.csv,200,100.0000,true,100.0000,119.4170,114.0411,1.194170,1.140411,406
2001WangValenzuelaNice39.25.csv,25,100.0000,true,100.0000,118.9946,113.5220,1.189946,1.135220,17
2001WangValenzuelaNice39.50.csv,50,100.0000,true,100.0000,120.0862,115.6899,1.200862,1.156899,51
2001WangValenzuelaNice4.100.csv,100,100.0000,true,100.0000,121.6460,114.4585,1.216460,1.144585,139
2001WangValenzuelaNice4.1t.csv,1000,100.0000,true,100.0000,112.7109,111.9492,1.127109,1.119492,1871
2001WangValenzuelaNice4.200.csv,200,100.0000,true,100.0000,116.3704,113.9493,1.163704,1.139493,424
2001WangValenzuelaNice4.25.csv,25,100.0000,true,100.0000,126.4874,111.1578,1.264874,1.111578,19
2001WangValenzuelaNice4.2t.csv,2000,100.0000,true,100.0000,112.3210,111.1688,1.123210,1.111688,2180
2001WangValenzuelaNice4.50.csv,50,100.0000,true,100.0000,122.1079,114.4721,1.221079,1.144721,58
2001WangValenzuelaNice4.500.csv,500,100.0000,true,100.0000,115.4347,113.5230,1.154347,1.135230,549
2001WangValenzuelaNice4.5t.csv,5000,100.0000,true,100.0000,110.8802,110.1205,1.108802,1.101205,5247
2001WangValenzuelaNice40.100.csv,100,100.0000,true,100.0000,118.0743,114.4361,1.180743,1.144361,206
2001WangValenzuelaNice40.200.csv,200,100.0000,true,100.0000,117.3010,114.0684,1.173010,1.140684,501
2001WangValenzuelaNice40.25.csv,25,100.0000,true,100.0000,115.0281,113.9064,1.150281,1.139064,23
2001WangValenzuelaNice40.50.csv,50,100.0000,true,100.0000,126.6446,115.2215,1.266446,1.152215,60
2001WangValenzuelaNice41.100.csv,100,100.0000,true,100.0000,121.6652,115.3621,1.216652,1.153621,190
2001WangValenzuelaNice41.200.csv,200,100.0000,true,100.0000,117.4089,114.5597,1.174089,1.145597,493
2001WangValenzuelaNice41.25.csv,25,100.0000,true,100.0000,122.1073,111.2742,1.221073,1.112742,21
2001WangValenzuelaNice41.50.csv,50,100.0000,true,100.0000,126.6485,115.3852,1.266485,1.153852,63
2001WangValenzuelaNice42.100.csv,100,100.0000,true,100.0000,121.4246,115.4344,1.214246,1.154344,162
2001WangValenzuelaNice42.200.csv,200,100.0000,true,100.0000,118.5169,114.1327,1.185169,1.141327,486
2001WangValenzuelaNice42.25.csv,25,100.0000,true,100.0000,117.6162,114.8918,1.176162,1.148918,20
2001WangValenzuelaNice42.50.csv,50,100.0000,true,100.0000,122.3702,116.8375,1.223702,1.168375,53
2001WangValenzuelaNice43.100.csv,100,100.0000,true,100.0000,119.0043,113.9001,1.190043,1.139001,148
2001WangValenzuelaNice43.200.csv,200,100.0000,true,100.0000,116.2912,114.4839,1.162912,1.144839,554
2001WangValenzuelaNice43.25.csv,25,100.0000,true,100.0000,128.6491,114.3766,1.286491,1.143766,19
2001WangValenzuelaNice43.50.csv,50,100.0000,true,100.0000,117.1214,114.6652,1.171214,1.146652,55
2001WangValenzuelaNice44.100.csv,100,100.0000,true,100.0000,117.9579,115.3840,1.179579,1.153840,149
2001WangValenzuelaNice44.200.csv,200,100.0000,true,100.0000,119.3843,114.4956,1.193843,1.144956,403
2001WangValenzuelaNice44.25.csv,25,100.0000,true,100.0000,123.0735,115.2871,1.230735,1.152871,20
2001WangValenzuelaNice44.50.csv,50,100.0000,true,100.0000,118.6120,114.9789,1.186120,1.149789,54
2001WangValenzuelaNice45.100.csv,100,100.0000,true,100.0000,122.0042,115.2915,1.220042,1.152915,158
2001WangValenzuelaNice45.200.csv,200,100.0000,true,100.0000,117.1296,114.4959,1.171296,1.144959,489
2001WangValenzuelaNice45.25.csv,25,100.0000,true,100.0000,125.4624,110.6529,1.254624,1.106529,21
2001WangValenzuelaNice45.50.csv,50,100.0000,true,100.0000,120.7333,115.0476,1.207333,1.150476,54
2001WangValenzuelaNice46.100.csv,100,100.0000,true,100.0000,121.7398,114.5700,1.217398,1.145700,138
2001WangValenzuelaNice46.200.csv,200,100.0000,true,100.0000,116.9925,114.9929,1.169925,1.149929,428
2001WangValenzuelaNice46.25.csv,25,100.0000,true,100.0000,120.7094,111.7077,1.207094,1.117077,20
2001WangValenzuelaNice46.50.csv,50,100.0000,true,100.0000,119.3265,114.9854,1.193265,1.149854,52
2001WangValenzuelaNice47.100.csv,100,100.0000,true,100.0000,126.6500,115.1693,1.266500,1.151693,150
2001WangValenzuelaNice47.200.csv,200,100.0000,true,100.0000,118.0458,114.4772,1.180458,1.144772,422
2001WangValenzuelaNice47.25.csv,25,100.0000,true,100.0000,116.6348,112.2413,1.166348,1.122413,19
2001WangValenzuelaNice47.50.csv,50,100.0000,true,100.0000,125.9078,115.8499,1.259078,1.158499,55
2001WangValenzuelaNice48.100.csv,100,100.0000,true,100.0000,119.8984,115.0120,1.198984,1.150120,153
2001WangValenzuelaNice48.200.csv,200,100.0000,true,100.0000,118.1664,114.5580,1.181664,1.145580,428
2001WangValenzuelaNice48.25.csv,25,100.0000,true,100.0000,123.0096,113.5838,1.230096,1.135838,21
2001WangValenzuelaNice48.50.csv,50,100.0000,true,100.0000,124.6865,113.0384,1.246865,1.130384,56
2001WangValenzuelaNice49.100.csv,100,100.0000,true,100.0000,125.1059,114.8106,1.251059,1.148106,141
2001WangValenzuelaNice49.200.csv,200,100.0000,true,100.0000,118.1126,113.8822,1.181126,1.138822,390
2001WangValenzuelaNice49.25.csv,25,100.0000,true,100.0000,137.4072,114.3577,1.374072,1.143577,19
2001WangValenzuelaNice49.50.csv,50,100.0000,true,100.0000,122.3234,113.8901,1.223234,1.138901,54
2001WangValenzuelaNice5.100.csv,100,100.0000,true,100.0000,117.2074,115.1131,1.172074,1.151131,148
2001WangValenzuelaNice5.1t.csv,1000,100.0000,true,100.0000,114.4367,112.0853,1.144367,1.120853,2079
2001WangValenzuelaNice5.200.csv,200,100.0000,true,100.0000,118.3554,114.5835,1.183554,1.145835,412
2001WangValenzuelaNice5.25.csv,25,100.0000,true,100.0000,123.8155,114.3964,1.238155,1.143964,20
2001WangValenzuelaNice5.2t.csv,2000,100.0000,true,100.0000,112.3971,111.2794,1.123971,1.112794,2472
2001WangValenzuelaNice5.50.csv,50,100.0000,true,100.0000,119.9941,112.4811,1.199941,1.124811,52
2001WangValenzuelaNice5.500.csv,500,100.0000,true,100.0000,116.4662,112.8525,1.164662,1.128525,596
2001WangValenzuelaNice5.5t.csv,5000,100.0000,true,100.0000,110.9318,109.9075,1.109318,1.099075,4816
2001WangValenzuelaNice50.100.csv,100,100.0000,true,100.0000,118.3347,114.9441,1.183347,1.149441,157
2001WangValenzuelaNice50.200.csv,200,100.0000,true,100.0000,118.4811,115.0789,1.184811,1.150789,417
2001WangValenzuelaNice50.25.csv,25,100.0000,true,100.0000,132.2027,111.5886,1.322027,1.115886,19
2001WangValenzuelaNice50.50.csv,50,100.0000,true,100.0000,128.1168,113.8071,1.281168,1.138071,52
2001WangValenzuelaNice6.100.csv,100,100.0000,true,100.0000,123.8912,114.3608,1.238912,1.143608,141
2001WangValenzuelaNice6.1t.csv,1000,100.0000,true,100.0000,112.9113,111.9891,1.129113,1.119891,1875
2001WangValenzuelaNice6.200.csv,200,100.0000,true,100.0000,116.8380,113.8505,1.168380,1.138505,397
2001WangValenzuelaNice6.25.csv,25,100.0000,true,100.0000,123.4006,109.8431,1.234006,1.098431,18
2001WangValenzuelaNice6.2t.csv,2000,100.0000,true,100.0000,111.8021,111.4662,1.118021,1.114662,2189
2001WangValenzuelaNice6.50.csv,50,100.0000,true,100.0000,122.4345,115.4135,1.224345,1.154135,52
2001WangValenzuelaNice6.500.csv,500,100.0000,true,100.0000,114.6287,113.8107,1.146287,1.138107,534
2001WangValenzuelaNice6.5t.csv,5000,100.0000,true,100.0000,110.5642,109.9265,1.105642,1.099265,4701
2001WangValenzuelaNice7.100.csv,100,100.0000,true,100.0000,117.0641,114.6333,1.170641,1.146333,145
2001WangValenzuelaNice7.1t.csv,1000,100.0000,true,100.0000,113.4430,111.9983,1.134430,1.119983,1827
2001WangValenzuelaNice7.200.csv,200,100.0000,true,100.0000,117.0262,113.9884,1.170262,1.139884,395
2001WangValenzuelaNice7.25.csv,25,100.0000,true,100.0000,120.6536,112.7787,1.206536,1.127787,21
2001WangValenzuelaNice7.2t.csv,2000,100.0000,true,100.0000,112.6645,111.4234,1.126645,1.114234,2235
2001WangValenzuelaNice7.50.csv,50,100.0000,true,100.0000,114.7853,114.7853,1.147853,1.147853,57
2001WangValenzuelaNice7.500.csv,500,100.0000,true,100.0000,114.7834,112.9987,1.147834,1.129987,520
2001WangValenzuelaNice7.5t.csv,5000,100.0000,true,100.0000,111.2102,110.0042,1.112102,1.100042,4958
2001WangValenzuelaNice8.100.csv,100,100.0000,true,100.0000,115.3986,115.2626,1.153986,1.152626,137
2001WangValenzuelaNice8.1t.csv,1000,100.0000,true,100.0000,113.3229,112.2756,1.133229,1.122756,1796
2001WangValenzuelaNice8.200.csv,200,100.0000,true,100.0000,116.9004,114.9654,1.169004,1.149654,393
2001WangValenzuelaNice8.25.csv,25,100.0000,true,100.0000,120.6536,112.7787,1.206536,1.127787,22
2001WangValenzuelaNice8.2t.csv,2000,100.0000,true,100.0000,112.2592,110.7758,1.122592,1.107758,2093
2001WangValenzuelaNice8.50.csv,50,100.0000,true,100.0000,120.7058,113.7878,1.207058,1.137878,52
2001WangValenzuelaNice8.500.csv,500,100.0000,true,100.0000,115.0338,112.9456,1.150338,1.129456,590
2001WangValenzuelaNice8.5t.csv,5000,100.0000,true,100.0000,110.5736,110.1918,1.105736,1.101918,4787
2001WangValenzuelaNice9.100.csv,100,100.0000,true,100.0000,124.1050,115.8046,1.241050,1.158046,137
2001WangValenzuelaNice9.1t.csv,1000,100.0000,true,100.0000,112.8756,112.5987,1.128756,1.125987,1890
2001WangValenzuelaNice9.200.csv,200,100.0000,true,100.0000,117.3277,114.3172,1.173277,1.143172,382
2001WangValenzuelaNice9.25.csv,25,100.0000,true,100.0000,124.6627,110.9992,1.246627,1.109992,17
2001WangValenzuelaNice9.2t.csv,2000,100.0000,true,100.0000,112.5708,111.5854,1.125708,1.115854,2044
2001WangValenzuelaNice9.50.csv,50,100.0000,true,100.0000,120.4193,115.8206,1.204193,1.158206,44
2001WangValenzuelaNice9.500.csv,500,100.0000,true,100.0000,115.6179,113.2765,1.156179,1.132765,527
2001WangValenzuelaNice9.5t.csv,5000,100.0000,true,100.0000,110.7503,110.1628,1.107503,1.101628,4677
2001WangValenzuelaPath1.100.csv,100,100.0000,true,100.0000,150.8804,118.1618,1.508804,1.181618,173
2001WangValenzuelaPath1.1t.csv,1000,100.0000,true,100.0000,125.3687,125.3687,1.253687,1.253687,4176
2001WangValenzuelaPath1.200.csv,200,100.0000,true,100.0000,139.3067,127.7700,1.393067,1.277700,602
2001WangValenzuelaPath1.25.csv,25,100.0000,true,100.0000,167.0521,116.7322,1.670521,1.167322,24
2001WangValenzuelaPath1.2t.csv,2000,100.0000,true,100.0000,122.9380,122.9380,1.229380,1.229380,5415
2001WangValenzuelaPath1.50.csv,50,100.0000,true,100.0000,139.2727,114.7067,1.392727,1.147067,63
2001WangValenzuelaPath1.500.csv,500,100.0000,true,100.0000,133.1400,125.4699,1.331400,1.254699,1038
2001WangValenzuelaPath1.5t.csv,5000,100.0000,true,100.0000,119.6716,119.6716,1.196716,1.196716,13692
2001WangValenzuelaPath10.100.csv,100,100.0000,true,100.0000,138.8972,122.1111,1.388973,1.221111,282
2001WangValenzuelaPath10.1t.csv,1000,100.0000,true,100.0000,122.7256,122.7256,1.227256,1.227256,6920
2001WangValenzuelaPath10.200.csv,200,100.0000,true,100.0000,132.4990,121.0495,1.324990,1.210495,1062
2001WangValenzuelaPath10.25.csv,25,100.0000,true,100.0000,177.7866,111.3975,1.777866,1.113975,25
2001WangValenzuelaPath10.2t.csv,2000,100.0000,true,100.0000,123.5224,123.5224,1.235224,1.235224,9334
2001WangValenzuelaPath10.50.csv,50,100.0000,true,100.0000,151.8087,120.9174,1.518087,1.209174,84
2001WangValenzuelaPath10.500.csv,500,100.0000,true,100.0000,121.9052,121.9052,1.219052,1.219052,1825
2001WangValenzuelaPath10.5t.csv,5000,100.0000,true,100.0000,119.2980,119.2980,1.192980,1.192980,25548
2001WangValenzuelaPath11.100.csv,100,100.0000,true,100.0000,138.3241,121.9268,1.383241,1.219268,324
2001WangValenzuelaPath11.200.csv,200,100.0000,true,100.0000,136.8342,124.3857,1.368342,1.243857,1305
2001WangValenzuelaPath11.25.csv,25,100.0000,true,100.0000,132.9170,123.8783,1.329170,1.238783,28
2001WangValenzuelaPath11.50.csv,50,100.0000,true,100.0000,152.8676,121.5378,1.528676,1.215378,84
2001WangValenzuelaPath12.100.csv,100,100.0000,true,100.0000,156.1056,129.2733,1.561056,1.292733,230
2001WangValenzuelaPath12.200.csv,200,100.0000,true,100.0000,139.1492,129.4461,1.391492,1.294461,792
2001WangValenzuelaPath12.25.csv,25,100.0000,true,100.0000,110.6934,110.6934,1.106934,1.106934,22
2001WangValenzuelaPath12.50.csv,50,100.0000,true,100.0000,147.3131,123.5965,1.473131,1.235965,74
2001WangValenzuelaPath13.100.csv,100,100.0000,true,100.0000,120.1710,119.5574,1.201710,1.195574,192
2001WangValenzuelaPath13.200.csv,200,100.0000,true,100.0000,120.5777,120.1710,1.205777,1.201710,636
2001WangValenzuelaPath13.25.csv,25,100.0000,true,100.0000,162.5640,112.4633,1.625640,1.124633,21
2001WangValenzuelaPath13.50.csv,50,100.0000,true,100.0000,126.0136,120.6545,1.260136,1.206545,105
2001WangValenzuelaPath14.100.csv,100,100.0000,true,100.0000,142.5657,121.8377,1.425657,1.218377,178
2001WangValenzuelaPath14.200.csv,200,100.0000,true,100.0000,137.7948,122.8426,1.377948,1.228426,466
2001WangValenzuelaPath14.25.csv,25,100.0000,true,100.0000,136.4430,110.6871,1.364430,1.106871,20
2001WangValenzuelaPath14.50.csv,50,100.0000,true,100.0000,128.7032,113.4465,1.287031,1.134465,49
2001WangValenzuelaPath15.100.csv,100,100.0000,true,100.0000,162.0353,118.8376,1.620353,1.188376,199
2001WangValenzuelaPath15.200.csv,200,100.0000,true,100.0000,128.5096,123.7122,1.285096,1.237122,614
2001WangValenzuelaPath15.25.csv,25,100.0000,true,100.0000,157.6249,122.1411,1.576249,1.221411,25
2001WangValenzuelaPath15.50.csv,50,100.0000,true,100.0000,154.2726,122.2496,1.542726,1.222496,73
2001WangValenzuelaPath16.100.csv,100,100.0000,true,100.0000,128.9030,123.1672,1.289030,1.231672,113
2001WangValenzuelaPath16.200.csv,200,100.0000,true,100.0000,146.3092,122.7682,1.463092,1.227682,338
2001WangValenzuelaPath16.25.csv,25,100.0000,true,100.0000,137.5200,106.0361,1.375200,1.060361,15
2001WangValenzuelaPath16.50.csv,50,100.0000,true,100.0000,146.8798,117.7106,1.468798,1.177106,42
2001WangValenzuelaPath17.100.csv,100,100.0000,true,100.0000,122.0608,116.3846,1.220608,1.163846,150
2001WangValenzuelaPath17.200.csv,200,100.0000,true,100.0000,150.4947,122.8611,1.504947,1.228611,486
2001WangValenzuelaPath17.25.csv,25,100.0000,true,100.0000,119.6887,109.9268,1.196887,1.099268,18
2001WangValenzuelaPath17.50.csv,50,100.0000,true,100.0000,118.8851,115.5525,1.188851,1.155525,55
2001WangValenzuelaPath18.100.csv,100,100.0000,true,100.0000,166.6753,124.7895,1.666753,1.247895,185
2001WangValenzuelaPath18.200.csv,200,100.0000,true,100.0000,135.6834,129.6821,1.356834,1.296821,551
2001WangValenzuelaPath18.25.csv,25,100.0000,true,100.0000,143.5831,112.4808,1.435831,1.124808,21
2001WangValenzuelaPath18.50.csv,50,100.0000,true,100.0000,153.3421,117.6583,1.533421,1.176583,64
2001WangValenzuelaPath19.100.csv,100,100.0000,true,100.0000,134.4569,125.5085,1.344569,1.255085,274
2001WangValenzuelaPath19.200.csv,200,100.0000,true,100.0000,131.7382,125.9956,1.317382,1.259956,926
2001WangValenzuelaPath19.25.csv,25,100.0000,true,100.0000,163.5778,114.3625,1.635778,1.143625,27
2001WangValenzuelaPath19.50.csv,50,100.0000,true,100.0000,172.9781,120.4868,1.729781,1.204868,80
2001WangValenzuelaPath2.100.csv,100,100.0000,true,100.0000,156.9442,128.5645,1.569442,1.285645,192
2001WangValenzuelaPath2.1t.csv,1000,100.0000,true,100.0000,144.0222,136.7390,1.440222,1.367390,4349
2001WangValenzuelaPath2.200.csv,200,100.0000,true,100.0000,138.7099,134.7514,1.387099,1.347514,708
2001WangValenzuelaPath2.25.csv,25,100.0000,true,100.0000,131.3278,112.1234,1.313278,1.121234,19
2001WangValenzuelaPath2.2t.csv,2000,100.0000,true,100.0000,122.3978,122.3978,1.223978,1.223978,6039
2001WangValenzuelaPath2.50.csv,50,100.0000,true,100.0000,152.6835,120.1154,1.526835,1.201154,66
2001WangValenzuelaPath2.500.csv,500,100.0000,true,100.0000,132.9061,132.9061,1.329061,1.329061,1125
2001WangValenzuelaPath2.5t.csv,5000,100.0000,true,100.0000,120.1250,120.1250,1.201250,1.201250,16172
2001WangValenzuelaPath20.100.csv,100,100.0000,true,100.0000,160.1839,123.5836,1.601839,1.235836,333
2001WangValenzuelaPath20.200.csv,200,100.0000,true,100.0000,128.9553,118.3696,1.289553,1.183696,1100
2001WangValenzuelaPath20.25.csv,25,100.0000,true,100.0000,171.2790,113.1947,1.712790,1.131947,28
2001WangValenzuelaPath20.50.csv,50,100.0000,true,100.0000,157.9150,120.0978,1.579150,1.200978,93
2001WangValenzuelaPath21.100.csv,100,100.0000,true,100.0000,152.8415,123.7217,1.528415,1.237217,255
2001WangValenzuelaPath21.200.csv,200,100.0000,true,100.0000,135.8863,132.7537,1.358863,1.327537,838
2001WangValenzuelaPath21.25.csv,25,100.0000,true,100.0000,155.7509,111.2055,1.557509,1.112055,26
2001WangValenzuelaPath21.50.csv,50,100.0000,true,100.0000,137.9272,118.8721,1.379272,1.188721,81
2001WangValenzuelaPath22.100.csv,100,100.0000,true,100.0000,161.9899,122.7735,1.619899,1.227735,330
2001WangValenzuelaPath22.200.csv,200,100.0000,true,100.0000,145.5632,125.0149,1.455632,1.250149,1035
2001WangValenzuelaPath22.25.csv,25,100.0000,true,100.0000,158.1028,121.5762,1.581028,1.215762,27
2001WangValenzuelaPath22.50.csv,50,100.0000,true,100.0000,148.6339,120.7618,1.486339,1.207618,106
2001WangValenzuelaPath23.100.csv,100,100.0000,true,100.0000,159.6617,127.7700,1.596617,1.277700,211
2001WangValenzuelaPath23.200.csv,200,100.0000,true,100.0000,161.0582,127.5817,1.610582,1.275817,751
2001WangValenzuelaPath23.25.csv,25,100.0000,true,100.0000,157.0018,117.6595,1.570018,1.176595,22
2001WangValenzuelaPath23.50.csv,50,100.0000,true,100.0000,153.4470,119.2875,1.534470,1.192875,69
2001WangValenzuelaPath24.100.csv,100,100.0000,true,100.0000,137.1333,120.4693,1.371333,1.204693,185
2001WangValenzuelaPath24.200.csv,200,100.0000,true,100.0000,141.6102,128.3741,1.416102,1.283741,604
2001WangValenzuelaPath24.25.csv,25,100.0000,true,100.0000,133.7913,114.2294,1.337913,1.142294,21
2001WangValenzuelaPath24.50.csv,50,100.0000,true,100.0000,177.7220,117.5816,1.777220,1.175816,67
2001WangValenzuelaPath25.100.csv,100,100.0000,true,100.0000,177.5735,133.0959,1.775735,1.330959,126
2001WangValenzuelaPath25.200.csv,200,100.0000,true,100.0000,152.4708,139.0626,1.524708,1.390626,402
2001WangValenzuelaPath25.25.csv,25,100.0000,true,100.0000,138.8789,113.9690,1.388789,1.139690,22
2001WangValenzuelaPath25.50.csv,50,100.0000,true,100.0000,183.0821,114.8147,1.830821,1.148147,83
2001WangValenzuelaPath26.100.csv,100,100.0000,true,100.0000,145.1790,120.9183,1.451790,1.209183,279
2001WangValenzuelaPath26.200.csv,200,100.0000,true,100.0000,135.9639,122.4119,1.359639,1.224119,1067
2001WangValenzuelaPath26.25.csv,25,100.0000,true,100.0000,163.4665,120.4674,1.634665,1.204674,24
2001WangValenzuelaPath26.50.csv,50,100.0000,true,100.0000,162.0360,120.4304,1.620360,1.204304,77
2001WangValenzuelaPath27.100.csv,100,100.0000,true,100.0000,153.0765,125.0495,1.530765,1.250495,146
2001WangValenzuelaPath27.200.csv,200,100.0000,true,100.0000,143.8878,128.8722,1.438878,1.288722,441
2001WangValenzuelaPath27.25.csv,25,100.0000,true,100.0000,114.8499,113.5830,1.148499,1.135830,16
2001WangValenzuelaPath27.50.csv,50,100.0000,true,100.0000,131.8011,131.7620,1.318011,1.317620,45
2001WangValenzuelaPath28.100.csv,100,100.0000,true,100.0000,183.6450,143.0529,1.836450,1.430529,205
2001WangValenzuelaPath28.200.csv,200,100.0000,true,100.0000,183.1315,143.4011,1.831315,1.434011,979
2001WangValenzuelaPath28.25.csv,25,100.0000,true,100.0000,134.5305,116.7024,1.345305,1.167024,21
2001WangValenzuelaPath28.50.csv,50,100.0000,true,100.0000,136.3426,136.3426,1.363426,1.363426,60
2001WangValenzuelaPath29.100.csv,100,100.0000,true,100.0000,191.4455,128.7573,1.914455,1.287573,218
2001WangValenzuelaPath29.200.csv,200,100.0000,true,100.0000,146.0833,128.5507,1.460833,1.285507,669
2001WangValenzuelaPath29.25.csv,25,100.0000,true,100.0000,124.4518,118.8533,1.244518,1.188533,23
2001WangValenzuelaPath29.50.csv,50,100.0000,true,100.0000,184.3403,116.7163,1.843403,1.167163,72
2001WangValenzuelaPath3.100.csv,100,100.0000,true,100.0000,142.9536,118.3404,1.429536,1.183404,267
2001WangValenzuelaPath3.1t.csv,1000,100.0000,true,100.0000,125.0336,125.0336,1.250336,1.250336,4017
2001WangValenzuelaPath3.200.csv,200,100.0000,true,100.0000,135.0703,124.3077,1.350703,1.243077,746
2001WangValenzuelaPath3.25.csv,25,100.0000,true,100.0000,138.5962,109.1441,1.385962,1.091441,24
2001WangValenzuelaPath3.2t.csv,2000,100.0000,true,100.0000,124.9146,124.0047,1.249146,1.240047,5197
2001WangValenzuelaPath3.50.csv,50,100.0000,true,100.0000,131.4424,120.3420,1.314424,1.203420,88
2001WangValenzuelaPath3.500.csv,500,100.0000,true,100.0000,130.3218,128.8177,1.303218,1.288177,1144
2001WangValenzuelaPath3.5t.csv,5000,100.0000,true,100.0000,117.5215,117.5215,1.175215,1.175215,14885
2001WangValenzuelaPath30.100.csv,100,100.0000,true,100.0000,125.5875,121.3539,1.255875,1.213539,486
2001WangValenzuelaPath30.200.csv,200,100.0000,true,100.0000,121.9573,120.6495,1.219573,1.206495,1655
2001WangValenzuelaPath30.25.csv,25,100.0000,true,100.0000,164.2928,117.9530,1.642928,1.179530,31
2001WangValenzuelaPath30.50.csv,50,100.0000,true,100.0000,140.6332,115.6904,1.406332,1.156904,124
2001WangValenzuelaPath31.100.csv,100,100.0000,true,100.0000,143.9181,115.1775,1.439181,1.151775,184
2001WangValenzuelaPath31.200.csv,200,100.0000,true,100.0000,143.5563,122.8142,1.435563,1.228142,511
2001WangValenzuelaPath31.25.csv,25,100.0000,true,100.0000,112.3342,112.0222,1.123342,1.120222,18
2001WangValenzuelaPath31.50.csv,50,100.0000,true,100.0000,132.6804,119.1007,1.326804,1.191007,56
2001WangValenzuelaPath32.100.csv,100,100.0000,true,100.0000,140.2746,121.3448,1.402746,1.213448,205
2001WangValenzuelaPath32.200.csv,200,100.0000,true,100.0000,136.4572,128.5719,1.364572,1.285719,779
2001WangValenzuelaPath32.25.csv,25,100.0000,true,100.0000,166.8402,114.8427,1.668402,1.148427,23
2001WangValenzuelaPath32.50.csv,50,100.0000,true,100.0000,151.4169,114.2925,1.514169,1.142925,68
2001WangValenzuelaPath33.100.csv,100,100.0000,true,100.0000,139.5938,129.5538,1.395938,1.295538,229
